tamano_lote,latencia_media_s,latencia_media_ms,latencia_por_usuario_ms,throughput_usuarios_por_s
1,0.006398919993080199,6.398919993080199,6.398919993080199,156.27637180671135
10,0.033415899984538554,33.415899984538555,3.3415899984538555,299.2587362491201
100,0.15141681998502463,151.41681998502463,1.5141681998502463,660.4286103082218
1000,1.1127360599813982,1112.7360599813983,1.1127360599813982,898.6857134985966
10000,9.467094179964624,9467.094179964624,0.9467094179964625,1056.290326250601
